Latitude,Longitude,MedInc
39.76,-121.89,3.07
40.59,-122.42,2.6792
37.75,-122.16,2.537
33.05,-117.25,4.3286
33.87,-117.57,2.3333
38.54,-121.79,1.4653
37.78,-122.41,3.8625
36.77,-119.69,2.6875
38.47,-122.74,3.0714
37.61,-122.08,5.0406
38.0,-121.85,4.2647
37.27,-121.81,4.3438
32.76,-117.07,2.3886
33.81,-117.83,5.4298
32.66,-117.04,4.1442
37.8,-122.41,3.6065
34.18,-118.37,3.1629
34.12,-117.29,1.2069
32.58,-117.13,2.3194
34.13,-118.19,3.925
34.15,-118.25,3.6875
36.14,-120.36,1.8264
33.9,-118.41,8.468
33.93,-118.42,4.9286
37.85,-122.26,2.125
35.52,-120.76,3.6667
37.67,-122.11,3.0645
34.05,-118.29,2.3864
34.07,-118.15,2.4348
39.75,-121.82,3.0253
37.96,-122.2,6.7741
33.97,-117.72,5.228
33.39,-117.14,3.8547
34.23,-119.16,2.7556
37.34,-121.94,3.7321
34.1,-117.86,3.5977
40.97,-124.01,3.5380000000000003
34.27,-119.17,4.0905
37.73,-122.17,3.7159
34.55,-117.32,0.8246
37.58,-122.0,5.8151
34.46,-118.52,6.1281
37.98,-120.23,3.1523
34.1,-118.15,3.4559
40.58,-122.26,3.9762
32.71,-117.08,1.4821
37.66,-122.43,4.5493
36.79,-119.74,2.1573
34.02,-118.28,0.4999
34.08,-117.92,4.2986
32.82,-117.11,2.875
33.94,-117.99,4.3125
36.36,-119.32,3.4312
34.05,-117.3,3.4228
36.83,-121.76,3.6693
37.9,-122.18,9.0064
33.98,-117.39,3.145
38.59,-121.37,3.5179
34.13,-118.23,3.5893
38.54,-121.44,2.5694
33.75,-117.87,2.6635
33.93,-116.87,1.4556
37.83,-122.21,6.8976
33.93,-118.34,3.0677
38.71,-121.4,3.8355
34.39,-119.59,3.6969
33.82,-118.33,6.5861
37.48,-122.21,3.0147
32.73,-117.01,2.8646
37.31,-121.95,3.6292
34.26,-118.47,5.5792
33.45,-117.65,5.49
33.74,-117.86,2.5
33.92,-118.17,3.1528
37.78,-122.39,3.6037
33.49,-117.64,5.6197
38.28,-121.29,4.8073
37.93,-121.94,7.5695
35.87,-118.96,3.7794
36.96,-121.69,5.1433
34.11,-118.26,3.6667
33.94,-118.29,1.5615
34.09,-118.31,1.8214
34.7,-118.1,4.9806
35.31,-119.0,1.6522
37.68,-122.14,4.267
33.91,-118.21,1.7824
37.76,-122.45,4.6912
40.58,-122.37,2.1538
33.93,-118.0,3.9575
33.64,-117.93,2.5301
37.77,-122.19,2.0469
34.07,-118.14,3.665
34.28,-118.38,4.7932
38.13,-121.3,3.2303
34.15,-118.54,10.2292
37.25,-121.93,4.5333
34.16,-118.24,6.9408
33.79,-118.29,2.0
37.98,-121.29,2.5043
38.69,-121.8,3.7477
34.16,-118.36,5.1423
36.94,-121.77,2.0192
34.48,-117.32,3.0204
38.78,-122.59,3.375
40.78,-124.15,3.1711
36.98,-121.83,4.3321
36.32,-119.29,1.1419
37.34,-121.78,7.0671
34.1,-117.45,2.0308
33.89,-117.87,6.4218
34.25,-118.27,4.4485
34.0,-118.45,4.45
37.98,-122.33,4.4135
34.46,-118.5,5.5061
32.62,-117.09,2.4866
34.06,-118.35,5.3819
34.25,-116.9,3.5288
38.13,-121.28,2.5401
34.44,-119.83,2.1389
34.26,-118.46,4.9485
34.21,-118.54,2.875
36.77,-119.82,3.0568
38.02,-121.27,2.9821
34.1,-118.23,2.2788
34.04,-118.3,1.7109
36.67,-121.65,1.9385
40.95,-122.07,3.0299
37.33,-121.76,5.6306
35.36,-118.95,2.1078
33.88,-117.99,3.9559
33.13,-117.21,3.775
34.71,-117.76,2.9541
38.38,-122.02,6.0767
37.49,-122.24,3.7463
34.21,-118.37,3.1563
34.06,-117.98,4.5417
34.52,-118.35,5.9171
33.66,-118.0,3.2353
37.77,-122.25,3.4531
34.27,-119.2,3.445
34.01,-118.43,2.697
34.12,-118.21,2.5139
37.96,-122.54,4.3083
33.83,-118.34,5.8972
38.54,-121.45,2.7787
41.12,-121.47,2.83
33.76,-117.77,11.0124
37.56,-121.99,5.0
34.14,-118.26,2.5388
37.72,-122.15,3.375
38.33,-122.26,5.815
33.94,-118.18,3.4688
33.95,-118.01,4.4318
37.67,-121.03,3.1857
33.98,-118.25,2.2969
37.79,-121.97,6.7857
37.39,-121.87,4.9091
38.78,-121.23,2.0807
33.91,-118.28,2.6546
33.99,-118.28,2.5848
37.58,-122.36,5.0756
34.14,-118.1,3.6572
33.95,-118.37,2.2297
32.77,-116.98,8.093
36.81,-119.69,4.4934
37.81,-121.22,4.0125
32.72,-117.15,1.2292
38.01,-122.65,5.0766
34.06,-118.3,2.0332
37.89,-121.29,5.7485
38.67,-121.39,0.9338
33.19,-116.37,2.5795
39.19,-121.18,2.4688
33.32,-117.03,3.8438
32.63,-117.08,2.2788
33.86,-118.05,5.4089
34.08,-118.1,2.543
37.67,-122.11,3.0917
34.16,-118.13,4.0
34.04,-118.18,1.55
34.44,-119.78,4.835
37.77,-122.16,4.7708
38.04,-121.19,3.225
34.43,-119.72,2.3454
33.42,-117.62,4.0294
34.14,-118.85,8.7657
37.73,-120.97,5.7476
34.59,-120.14,4.2026
34.02,-118.05,2.125
34.17,-118.27,7.8383
37.52,-120.89,2.5402
32.81,-117.24,5.4103
34.2,-118.41,3.5164
34.07,-118.18,2.6842
37.77,-120.86,1.7188
34.31,-118.46,4.2708
37.39,-121.89,4.375
34.14,-118.0,1.0548
36.31,-119.64,1.5909
34.15,-118.13,3.1875
37.79,-122.22,3.9048
33.91,-117.9,4.3103
37.55,-122.0,4.1591
32.68,-117.06,2.0959
37.77,-122.44,3.6186
37.78,-122.49,3.6148
38.54,-123.02,3.2315
38.06,-122.23,3.125
37.4,-122.02,4.0655
37.47,-122.24,6.1244
36.5,-121.43,2.3879
33.83,-118.26,3.5518
34.63,-120.45,4.9286
34.21,-118.49,1.3565
34.18,-118.36,2.9583
33.74,-117.89,4.6875
37.6,-122.03,4.5721
37.76,-122.43,3.3565
35.39,-119.03,2.9821
37.53,-121.96,4.9615
37.73,-122.39,4.3393
33.76,-118.14,4.3889
37.76,-122.48,4.0977
32.81,-117.15,3.1458
32.78,-117.18,3.0481
39.12,-121.39,2.0943
34.43,-118.49,5.4829
33.82,-118.28,5.3849
37.73,-120.95,2.8565
34.49,-117.17,2.0136
34.16,-118.38,3.7312
38.12,-122.26,3.1025
34.05,-118.04,3.0536
37.88,-122.29,3.556
34.14,-118.59,10.5511
37.83,-121.2,4.4423
33.96,-118.2,3.1875
33.19,-117.11,5.0461
37.09,-119.4,3.3269
33.87,-117.33,5.1045
33.91,-118.02,4.7861
34.38,-119.57,5.759
33.97,-118.06,4.3203
37.44,-122.15,4.9861
33.95,-118.15,4.0
37.58,-122.34,3.8413
32.57,-117.09,5.1478
37.27,-122.01,8.8178
32.8,-117.17,3.4706
34.18,-118.38,3.0061
37.45,-122.23,5.0457
38.61,-121.47,1.6331
38.53,-122.82,3.276
36.35,-119.66,3.1094
33.97,-117.83,7.0329
33.67,-117.91,4.4625
34.01,-117.35,2.725
34.12,-117.3,2.6
33.89,-118.11,3.2069
37.63,-122.49,3.525
33.76,-118.04,7.1572
33.95,-118.14,3.6635
34.04,-118.15,3.7794
38.68,-121.33,1.9093
34.24,-118.42,4.7228
37.66,-121.85,5.6399
34.2,-118.55,3.5313
34.11,-118.2,2.5211
34.28,-119.19,4.8583
34.09,-118.32,1.6331
37.89,-122.29,5.1696
37.65,-122.53,4.0556
37.3,-122.02,6.359
33.76,-116.95,1.7079
33.86,-118.36,5.7422
37.99,-122.32,4.2852
32.8,-116.96,1.8357
37.16,-122.12,5.1664
34.06,-118.03,2.5445
38.01,-121.88,2.7374
38.36,-122.81,5.2769
37.91,-122.12,8.3678
33.8,-118.2,2.8988
33.98,-118.28,0.9809
36.83,-119.87,5.1781
38.89,-121.3,3.4706
33.82,-118.01,4.1591
34.28,-117.17,7.1997
34.14,-118.26,4.1083
33.24,-117.31,4.0469
37.53,-122.26,6.2007
39.76,-121.58,3.1061
38.89,-121.3,2.9866
34.02,-118.32,2.0042
34.69,-118.17,4.1667
37.55,-122.33,9.3694
37.94,-122.01,6.0704
37.38,-122.06,4.8625
37.95,-122.04,4.7188
33.89,-118.12,2.9293
33.96,-118.31,3.7143
39.51,-121.55,1.1607
33.76,-116.24,3.8125
34.08,-117.69,3.2344
34.54,-117.3,3.2596
34.18,-118.32,3.0179
37.53,-122.31,5.9539
38.68,-121.35,3.5403
36.15,-120.37,4.381
37.32,-121.89,2.1149
38.1,-122.25,2.1411
34.07,-117.99,3.4327
38.7,-121.28,3.7813
35.13,-117.98,3.5391
32.83,-115.57,3.5282
33.14,-117.06,3.8185
37.75,-122.13,4.975
34.15,-117.25,3.3
33.97,-118.16,1.9063
32.95,-117.24,5.9547
38.3,-122.29,1.6691
40.94,-124.05,5.0329
34.02,-117.8,5.0869
34.2,-118.6,3.2297
38.58,-122.57,1.9925
37.92,-122.53,3.875
38.57,-121.76,3.1371
33.8,-118.12,2.7092
34.14,-118.05,8.9728
38.68,-121.46,2.8333
37.75,-122.41,2.0325
37.96,-121.3,3.6591
39.66,-121.66,2.9625
34.27,-119.3,1.6007
33.72,-116.29,3.1771
33.64,-117.8,8.8693
37.96,-122.03,2.1083
39.15,-123.22,3.3667
37.34,-121.85,2.5769
37.75,-122.43,5.0519
33.84,-118.29,5.061
38.56,-121.47,2.0221
36.72,-119.67,2.6875
34.04,-118.29,2.1542
36.96,-119.95,2.6087
37.35,-121.95,3.3333
34.22,-119.09,4.0208
40.79,-124.16,2.2566
32.8,-117.23,2.6403
34.26,-118.3,3.5568
34.09,-118.32,2.5556
33.91,-118.36,4.1
33.94,-118.21,2.7734
37.73,-122.47,10.7309
34.04,-117.99,3.185
34.09,-118.07,2.5474
34.08,-117.68,3.3482
37.26,-121.81,5.9359
33.9,-117.96,7.2532
33.83,-118.0,3.9333
40.31,-121.24,3.5962
33.8,-117.79,6.67
33.93,-117.95,3.4702
36.19,-119.37,2.4922
34.43,-118.43,4.2037
35.69,-120.9,3.8158
33.9,-118.42,5.9596
34.12,-117.92,2.9459
34.74,-118.09,2.4348
34.43,-119.77,5.1271
32.69,-117.1,1.8112
33.87,-117.93,3.3472
38.03,-122.25,5.6293
36.33,-119.36,2.9844
34.04,-118.09,6.4385
35.5,-119.18,2.1635
37.74,-122.25,4.4562
37.82,-122.28,1.2171
34.01,-118.33,3.7727
34.08,-117.4,3.8531
32.7,-117.04,4.419
36.22,-119.36,1.9355
38.44,-121.34,5.7452
37.8,-122.21,3.0757
34.13,-118.14,4.9167
38.43,-122.7,1.6685
37.7,-122.15,3.4583
34.15,-118.09,2.2321
33.75,-117.95,6.6355
33.76,-117.9,3.6953
38.51,-121.06,6.8869
34.05,-117.97,3.1667
37.31,-121.95,3.5652
34.27,-118.49,5.5714
38.57,-121.47,3.0217
34.14,-118.24,2.4421
35.26,-120.68,3.2464
37.77,-122.4,4.3958
37.38,-121.82,5.4949
38.06,-122.17,4.4397
40.15,-122.23,1.787
36.61,-119.54,1.4937
34.1,-118.24,3.1691
34.17,-118.46,4.1875
38.12,-122.58,4.9286
33.95,-118.01,4.6923
36.96,-122.04,2.5865
34.09,-117.95,2.8375
34.05,-117.19,3.8816
32.77,-117.04,2.7826
34.04,-117.97,4.119
34.18,-119.2,2.9832
33.11,-117.18,5.1814
34.2,-118.9,7.9943
34.09,-118.29,2.0132
36.84,-121.44,4.005
34.07,-118.28,2.3636
33.6,-114.65,2.9653
34.0,-118.25,2.2813
34.17,-118.3,3.0687
34.27,-118.42,1.4867
34.09,-117.93,4.0167
33.89,-118.0,3.9861
35.12,-120.61,2.6974
32.6,-117.06,1.7472
36.78,-119.82,2.6055
34.17,-118.46,3.1478
37.31,-120.49,2.0521
34.15,-118.62,7.9814
32.81,-117.16,3.6371
32.75,-117.11,2.113
32.74,-117.22,7.2758
38.28,-122.45,5.7984
38.69,-121.32,3.8776
38.39,-122.7,2.0915
37.01,-121.58,4.3693
37.51,-120.84,2.7243
34.03,-118.12,5.6112
34.16,-118.15,1.6887
33.8,-118.18,1.7689
34.13,-118.03,4.9583
35.35,-118.99,1.6632
33.95,-117.39,4.125
37.36,-121.99,4.6761
33.9,-117.85,5.5918
32.81,-117.24,6.5881
33.73,-118.3,3.5694
38.64,-121.34,3.8068
37.59,-122.4,6.2306
34.03,-118.25,2.1905
33.97,-118.31,3.0917
37.42,-122.12,5.1524
33.76,-118.31,6.5704
36.8,-119.73,3.1417
35.39,-118.94,7.7751
33.66,-117.67,4.7341
33.93,-118.29,2.0437
33.99,-118.23,4.5208
32.94,-117.25,5.9806
39.93,-120.9,2.8812
36.21,-121.13,3.1929
38.63,-121.37,4.6127
36.83,-119.76,5.2595
38.11,-122.25,2.1976
33.93,-118.25,2.5
34.04,-117.71,2.9811
34.11,-117.79,4.4722
38.71,-121.22,4.4695
37.51,-121.97,5.4359
32.67,-117.07,1.8977
33.88,-118.38,5.5771
33.97,-118.17,2.2422
34.96,-120.57,2.1776
34.22,-118.27,7.2812
38.06,-120.4,2.6544
37.8,-121.23,2.2254
32.8,-117.07,5.1782
34.08,-118.19,2.3409
34.16,-118.6,6.0794
33.97,-118.29,3.5208
37.68,-121.01,3.5775
33.92,-116.99,3.7083
34.02,-118.35,3.25
34.2,-118.42,1.9549
33.99,-118.43,2.6667
40.75,-124.21,1.6528
37.77,-122.19,2.7159
34.17,-118.43,3.4449
35.41,-119.09,5.6235
34.51,-117.17,3.4875
37.95,-122.47,3.9712
36.33,-119.64,1.4524
33.79,-118.13,3.7716
34.07,-118.13,3.085
34.21,-118.38,3.8
33.98,-118.25,1.6667
38.92,-120.0,3.5
37.89,-122.1,5.2079
34.03,-117.59,5.0769
38.46,-120.55,3.2031
37.49,-120.82,3.5547
34.12,-117.81,4.8229
34.17,-118.43,11.2093
36.22,-119.34,3.0905
38.57,-121.48,1.78
33.68,-117.96,6.0905
37.98,-120.39,2.1513
39.02,-122.99,3.45
34.18,-118.35,4.282
34.24,-117.86,4.1932
36.42,-121.31,2.6629
33.71,-117.87,3.5326
33.95,-118.32,3.1719
32.75,-117.09,1.2286
40.79,-123.48,1.9107
32.74,-116.95,3.9583
33.87,-118.4,5.2319
35.0,-117.65,1.9107
33.79,-118.31,3.2472
35.36,-119.0,0.9407
34.23,-117.41,6.1426
34.04,-118.85,8.4476
38.54,-122.75,5.4886
37.35,-122.15,12.9792
38.94,-123.15,2.7171
32.69,-117.03,4.5662
38.76,-121.29,6.0097
37.43,-121.91,4.8304
38.6,-121.45,4.6625
33.02,-117.15,7.2731
34.16,-118.11,4.2065
33.82,-118.27,4.25
33.79,-116.89,2.0577
34.02,-118.66,8.7364
33.97,-117.53,4.0833
33.17,-117.1,5.4819
37.39,-118.6,3.2132
37.75,-122.44,4.3232
40.71,-122.95,2.4792
32.84,-117.01,3.1023
34.13,-118.23,2.975
33.77,-117.89,3.9219
33.58,-117.65,7.8061
37.71,-122.47,4.1939
38.07,-122.19,4.6406
34.08,-118.6,6.91
36.13,-119.03,1.7106
37.39,-122.13,12.0372
40.82,-121.41,2.3393
33.79,-117.82,4.1339
36.39,-119.23,1.4812
33.81,-117.93,4.8981
37.91,-122.09,7.0895
34.08,-117.61,3.0199
34.22,-115.52,1.3333
37.96,-121.22,2.625
34.09,-118.06,4.0625
33.81,-118.01,4.4583
37.42,-121.91,4.1389
38.5,-122.97,1.9265
33.94,-118.32,3.1563
37.77,-121.48,5.0176
33.78,-118.18,1.5603
34.05,-118.36,3.3824
37.34,-121.83,4.2098
38.43,-122.67,3.2813
38.9,-123.69,2.1985
37.79,-120.45,3.1719
33.94,-118.36,3.3056
37.35,-120.43,5.9378
41.32,-122.09,2.2462
37.89,-122.07,5.6558
37.88,-122.12,8.0448
39.0,-121.15,4.3553
32.75,-117.14,2.7852
38.7,-121.26,4.3826
38.59,-121.41,2.5245
34.17,-118.84,3.2176
37.88,-122.28,3.2344
35.2,-118.83,2.1357
37.68,-122.46,2.9413
34.05,-118.46,4.6197
34.28,-119.04,4.5833
36.81,-119.72,2.9453
33.67,-116.18,2.2141
33.94,-117.47,3.2311
34.03,-118.32,3.0132
34.12,-117.34,3.3516
33.7,-117.92,4.2708
40.8,-124.13,2.2478
37.95,-120.35,2.4
37.34,-121.96,5.791
34.27,-118.47,2.7353
33.64,-117.91,3.9306
38.58,-121.3,2.8966
39.55,-121.19,1.4896
32.84,-117.27,3.2109
32.74,-117.02,1.8594
34.06,-118.31,1.9949
33.94,-118.12,5.2485
36.06,-119.02,1.3952
33.9,-118.09,3.1441
33.74,-117.83,3.0382
33.71,-117.99,2.7865
33.89,-118.32,5.1669
36.9,-121.76,2.0775
33.19,-117.38,2.4583
33.8,-118.07,3.8792
37.08,-122.14,5.2101
37.78,-122.45,5.0156
37.96,-121.96,5.2145
33.06,-117.28,4.0118
32.97,-117.04,4.5746
38.51,-121.44,2.214
34.43,-119.68,3.5208
34.11,-118.01,4.2132
37.01,-121.97,4.5682
32.9,-117.12,4.6667
33.99,-118.25,2.1793
36.95,-117.9,1.7292
34.16,-117.59,7.8252
34.45,-116.14,2.2612
33.94,-118.2,2.5029
39.18,-120.87,3.9196
34.11,-117.77,3.75
34.21,-118.5,4.9643
40.65,-122.31,2.9338
38.73,-121.3,3.6455
33.97,-118.26,1.7121
33.15,-117.07,3.2024
34.16,-118.46,3.4698
